1 0.900000000 0.900000000 0.900000000
2 0.850980392 1.000000000 1.000000000
3 0.800000000 0.501960784 1.000000000
4 0.760784314 1.000000000 0.000000000
5 1.000000000 0.709803922 0.709803922
6 0.200000000 1.000000000 0.200000000
7 0.200000000 0.200000000 1.000000000
8 1.000000000 0.300000000 0.300000000
9 0.701960784 1.000000000 1.000000000
10 0.701960784 0.890196078 0.960784314
11 0.670588235 0.360784314 0.949019608
12 0.541176471 1.000000000 0.000000000
13 0.749019608 0.650980392 0.650980392
14 0.941176471 0.784313725 0.627450980
15 1.000000000 0.501960784 0.000000000
16 0.900000000 0.775000000 0.250000000
17 0.121568627 0.941176471 0.121568627
18 0.501960784 0.819607843 0.890196078
19 0.560784314 0.250980392 0.831372549
20 0.239215686 1.000000000 0.000000000
21 0.901960784 0.901960784 0.901960784
22 0.749019608 0.760784314 0.780392157
23 0.650980392 0.650980392 0.670588235
24 0.541176471 0.600000000 0.780392157
25 0.611764706 0.478431373 0.780392157
26 0.878431373 0.400000000 0.200000000
27 0.941176471 0.564705882 0.627450980
28 0.313725490 0.815686275 0.313725490
29 0.784313725 0.501960784 0.200000000
30 0.490196078 0.501960784 0.690196078
31 0.760784314 0.560784314 0.560784314
32 0.400000000 0.560784314 0.560784314
33 0.741176471 0.501960784 0.890196078
34 1.000000000 0.631372549 0.000000000
35 0.650980392 0.160784314 0.160784314
36 0.360784314 0.721568627 0.819607843
37 0.439215686 0.180392157 0.690196078
38 0.000000000 1.000000000 0.000000000
39 0.580392157 1.000000000 1.000000000
40 0.580392157 0.878431373 0.878431373
41 0.450980392 0.760784314 0.788235294
42 0.329411765 0.709803922 0.709803922
43 0.231372549 0.619607843 0.619607843
44 0.141176471 0.560784314 0.560784314
45 0.039215686 0.490196078 0.549019608
46 0.000000000 0.411764706 0.521568627
47 0.752941176 0.752941176 0.752941176
48 1.000000000 0.850980392 0.560784314
49 0.650980392 0.458823529 0.450980392
50 0.400000000 0.501960784 0.501960784
51 0.619607843 0.388235294 0.709803922
52 0.831372549 0.478431373 0.000000000
53 0.580392157 0.000000000 0.580392157
54 0.258823529 0.619607843 0.690196078
55 0.341176471 0.090196078 0.560784314
56 0.000000000 0.788235294 0.000000000
57 0.439215686 0.831372549 1.000000000
58 1.000000000 1.000000000 0.780392157
59 0.850980392 1.000000000 0.780392157
60 0.780392157 1.000000000 0.780392157
61 0.639215686 1.000000000 0.780392157
62 0.560784314 1.000000000 0.780392157
63 0.380392157 1.000000000 0.780392157
64 0.270588235 1.000000000 0.780392157
65 0.188235294 1.000000000 0.780392157
66 0.121568627 1.000000000 0.780392157
67 0.000000000 1.000000000 0.611764706
68 0.000000000 0.901960784 0.458823529
69 0.000000000 0.831372549 0.321568627
70 0.000000000 0.749019608 0.219607843
71 0.000000000 0.670588235 0.141176471
72 0.301960784 0.760784314 1.000000000
73 0.301960784 0.650980392 1.000000000
74 0.129411765 0.580392157 0.839215686
75 0.149019608 0.490196078 0.670588235
76 0.149019608 0.400000000 0.588235294
77 0.090196078 0.329411765 0.529411765
78 0.815686275 0.815686275 0.878431373
79 1.000000000 0.819607843 0.137254902
80 0.721568627 0.721568627 0.815686275
81 0.650980392 0.329411765 0.301960784
82 0.341176471 0.349019608 0.380392157
83 0.619607843 0.309803922 0.709803922
84 0.670588235 0.360784314 0.000000000
85 0.458823529 0.309803922 0.270588235
86 0.258823529 0.509803922 0.588235294
87 0.258823529 0.000000000 0.400000000
88 0.000000000 0.490196078 0.000000000
89 0.439215686 0.670588235 0.980392157
90 0.000000000 0.729411765 1.000000000
91 0.000000000 0.631372549 1.000000000
92 0.000000000 0.560784314 1.000000000
93 0.000000000 0.501960784 1.000000000
94 0.000000000 0.419607843 1.000000000
95 0.329411765 0.360784314 0.949019608
96 0.470588235 0.360784314 0.890196078
97 0.541176471 0.309803922 0.890196078
98 0.631372549 0.211764706 0.831372549
99 0.701960784 0.121568627 0.831372549
100 0.701960784 0.121568627 0.729411765
101 0.701960784 0.050980392 0.650980392
102 0.741176471 0.050980392 0.529411765
103 0.780392157 0.000000000 0.400000000
104 0.800000000 0.000000000 0.349019608
105 0.819607843 0.000000000 0.309803922
106 0.850980392 0.000000000 0.270588235
107 0.878431373 0.000000000 0.219607843
108 0.901960784 0.000000000 0.180392157
109 0.921568627 0.000000000 0.149019608
